T20200014966,A,2006,1,SE,1,Paved,V,SEDAN ,HOLDEN,BARINA,,1,Car,,R,P,4,4,5,1131,1,,,S ,2,2,H,WHI,ZZ ,2,F,9,4,3217,1,1,Stop-go lights
T20200014966,B,2016,2,NW,1,Paved,V,WAGON ,AUDI  ,Q3    ,,2,Station Wagon,,R,P,4,4,5,1660,1,,,NW,1,1,H,WHI,ZZ ,2,F,9,4,3222,1,1,Stop-go lights
T20200014968,A,2016,1,N ,1,Paved,V,SEDAN ,HONDA ,CIVIC ,,1,Car,,R,P,4,4,5,1800,1,,,N ,1,1,H,BLU,ZZ ,2,F,2,3,3108,1,0,No control
T20200014968,B,2012,2,N ,1,Paved,V,WAGON ,TOYOTA,KLUGER,,2,Station Wagon,,R,P,4,6,7,2040,0,,,N ,11,11,H,BLK,ZZ ,2,R,2,1,3073,2,0,No control
T20200014977,A,2011,2,S ,1,Paved,V,SEDAN ,FORD  ,FOCUS ,,1,Car,,R,P,4,4,5,1230,1,,,S ,11,11,H,SIL,ZZ ,2,2,2,1,3107,2,0,No control
T20200014977,B,0,1,S ,1,Paved, ,      ,      ,      ,,13,Bicycle,, , ,,,,0,1,,,S ,1,1,H,ZZ ,ZZ ,0,F,1,5,,9,0,No control
T20200014978,A,2009,1,N ,1,Paved,V,SEDAN ,MAZDA ,3,,1,Car,,R,P,4,4,5,1270,1,,,N ,1,1,H,GRY,ZZ ,2,F,2,1,3131,2,9,Roundabout
T20200014978,B,0,2,W ,1,Paved, ,      ,      ,      ,,13,Bicycle,, , ,,,,0,1,,,W ,1,1,H,ZZ ,ZZ ,0,F,0,9,,2,9,Roundabout
T20200014979,A,2018,1,W ,1,Paved,V,TRAY  ,FORD  ,TRANSI,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,4490,R,D,4,4,5,2283,2,2207,,NW,2,2,H,WHI,ZZ ,2,F,2,2,3116,2,1,Stop-go lights
T20200014979,B,2001,2,E ,1,Paved,V,SEDAN ,HOLDEN,ASTRA ,,1,Car,,R,P,4,4,5,1150,1,,,E ,1,1,H,BLK,ZZ ,2,1,2,3,3075,1,1,Stop-go lights
T20200014981,A,2019,1,W ,1,Paved,V,WAGON ,HOLDEN,ACADIA,,2,Station Wagon,,R,P,4,6,7,1897,1,,,W ,1,1,H,BLK,ZZ ,2,1,2,5,3500,1,1,Stop-go lights
T20200014981,B,2002,2,S ,1,Paved,V,SEDAN ,HOLDEN,COMMOD,,1,Car,,R,P,4,6,5,1600,1,,,S ,1,1,H,BLU,ZZ ,2,5,2,4,3509,1,1,Stop-go lights
