ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060003198,202280,N,2492975.334,2416120.661,MOONEE VALLEY,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75584004,144.9202803,3040,27/1/06,6:30:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,2K,F,1,2,Dusk/Dawn,29394,1,1,1,0,0,0,1,1,Cross intersection,2,60
T20060003200,203138,N,2516221.605,2351108.67,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.34142,145.1855291,3918,10/1/06,8:50:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,331,F,5,1,Day,36217,1,1,0,1,0,0,1,1,Cross intersection,3,80
T20060003202,37945,I,2500062.024,2415887.017,DAREBIN,DAREBIN,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75797173,145.0007039,3071,8/1/06,12:40:00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,206,A,2,1,Day,202300,2,1,1,0,0,0,1,5,Not at intersection,2,50
T20060003205,202319,N,2157501.537,2512401.611,WEST WIMMERA,WEST WIMMERA,WESTERN REGION,RURAL_VICTORIA,-36.82596082,141.1593334,3319,9/2/06,8:20:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,105,F,4,1,Day,46152,2,3,0,1,0,2,1,1,Cross intersection,2,60
T20060003206,39097,I,2506207.666,2412040.294,BOROONDARA,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.79261072,145.0704822,3104,22/2/06,9:02:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,337,F,8,1,Day,36993,2,2,0,1,0,1,1,2,T intersection,3,80
T20060003208,22397,I,2237805.242,2807114.345,MILDURA,MILDURA,WESTERN REGION,SMALL_CITIES,-34.19740089,142.1578288,3500,21/2/06,21:00:00,6,Vehicle overturned (no collision),3,Tuesday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,43,H,5,5,Dark No street lights,203163,1,3,0,2,0,1,1,5,Not at intersection,3,100
T20060003209,45632,I,2496583.937,2414291.927,MORELAND,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.77233758,144.9612242,3056,24/1/06,11:40:00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR                          ,MEL,40,206,J,2,1,Day,44382,2,3,0,2,0,1,2,1,Cross intersection,3,70
T20060003210,44360,I,2471287.554,2400751.084,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.89390289,144.6735589,3030,22/2/06,11:30:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,90,G,9,1,Day,203142,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060003211,1211,I,2504476.857,2419345.564,DAREBIN,DAREBIN,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.72679841,145.0507862,3083,22/2/06,12:50:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,85,K,4,1,Day,57599,2,2,0,1,0,1,1,4,Multiple intersection,3,60
T20060003212,203157,N,2621086.889,2521735.974,WANGARATTA,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.79633067,146.3569814,3678,30/1/06,12:40:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,68,A,4,1,Day,202281,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003214,202312,N,2501179.356,2424841.276,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.6772896,145.0133701,3074,3/1/06,12:10:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,2J,E,5,1,Day,202935,2,2,0,1,0,1,1,5,Not at intersection,3,60
T20060003215,205424,N,2777614.369,2413580.889,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.73735943,148.1503206,3887,22/2/06,13:44:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,1D,L,12,1,Day,203143,4,6,0,2,0,4,1,5,Not at intersection,3,60
T20060003216,203158,N,2498864.059,2403654.088,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.86819028,144.9870895,3182,2/1/06,9:45:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2M,D,6,1,Day,390,1,2,0,1,0,1,1,1,Cross intersection,3,40
T20060003217,232388,N,2518796.655,2390715.878,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98456878,145.2139621,3175,22/2/06,13:40:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,119,B,10,1,Day,55536,2,2,1,0,0,1,1,2,T intersection,2,80
T20060003218,202320,N,2480784.773,2406303.77,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84411914,144.7816802,3026,22/2/06,14:55:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,337,A,8,1,Day,209214,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060003220,55442,I,2369156.095,2684192.106,SWAN HILL,SWAN HILL,NORTHERN REGION,TOWNS,-35.33111551,143.5612044,3585,2/2/06,8:00:00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,70,J,12,1,Day,41762,2,2,0,1,0,1,2,2,T intersection,3,80
T20060003221,202313,N,2366524.303,2682711.827,SWAN HILL,SWAN HILL,NORTHERN REGION,TOWNS,-35.34409062,143.5320181,3585,22/2/06,16:26:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,613,M,2,1,Day,203144,1,1,1,0,0,0,1,5,Not at intersection,2,50
T20060003225,202314,N,2398302.033,2512039.813,LODDON,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.88600134,143.8589789,3472,22/2/06,15:50:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,2L,B,9,1,Day,35407,2,3,0,1,0,2,2,5,Not at intersection,3,60
T20060003227,55538,I,2500588.174,2398396.845,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.91555719,145.006689,3186,22/2/06,16:50:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,183,H,10,1,Day,34263,2,4,0,1,0,3,1,2,T intersection,3,80
T20060003228,203129,N,2332781.293,2315452.765,CORANGAMITE,CORANGAMITE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.64751697,143.0795234,3269,22/2/06,13:50:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,18,K,5,1,Day,46214,2,4,0,0,1,3,1,2,T intersection,1,50
T20060003229,202301,N,2374095.004,2672178.577,SWAN HILL,SWAN HILL,NORTHERN REGION,RURAL_VICTORIA,-35.44001879,143.6135825,3584,22/2/06,17:25:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,91A,A,1,1,Day,43028,2,2,0,2,0,0,1,2,T intersection,3,70
T20060003231,55445,I,2534646.148,2571326.057,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,SMALL_CITIES,-36.3565416,145.3860386,3630,22/2/06,17:00:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,89,E,2,1,Day,203164,1,2,0,1,0,1,1,5,Not at intersection,3,50
T20060003233,45571,I,2495629.019,2416346.173,MORELAND,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75382436,144.9503971,3055,22/2/06,17:50:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,88,J,7,1,Day,139125,3,3,0,1,0,2,1,5,Not at intersection,3,80
T20060003233,45571,I,2495629.019,2416346.173,MORELAND,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75382436,144.9503971,3058,22/2/06,17:55:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,97,C,4,1,Day,43309,2,3,1,1,0,1,1,1,Cross intersection,2,60
T20060003236,202315,N,2490175.144,2420252.036,MOONEE VALLEY,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.7185897,144.8885572,3042,22/2/06,18:50:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,64,H,6,1,Day,203147,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003237,205425,N,2500517.593,2407799.205,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83084371,145.0058798,3121,22/2/06,17:45:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,30,A,12,1,Day,37823,3,3,1,2,0,0,1,1,Cross intersection,3,60
T20060003240,203159,N,2270220.777,2492621.819,NORTHERN GRAMPIANS,NORTHERN GRAMPIANS,WESTERN REGION,RURAL_VICTORIA,-37.03839373,142.416542,3401,22/2/06,20:10:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,90,B,8,2,Dusk/Dawn,203165,1,1,0,1,0,0,1,5,Not at intersection,3,80
T20060003241,38250,I,2507274.781,2415495.695,MANNINGHAM,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.76146921,145.0825642,3105,13/2/06,13:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,100A,D,8,1,Day,203177,2,2,0,1,0,1,2,5,Not at intersection,3,50
T20060003250,203160,N,2486148.702,2413574.215,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.7787075,144.8427604,3020,22/2/06,21:38:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,66,B,10,2,Dusk/Dawn,203148,1,4,2,1,0,1,1,5,Not at intersection,2,60
T20060003252,52753,I,2396045.011,2440399.09,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.53131547,143.8237274,3355,22/2/06,23:31:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,93,C,12,3,Dark Street lights on,203179,2,1,0,1,0,0,1,5,Not at intersection,2,60
T20060003259,36387,I,2497538.12,2412494.053,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.78853974,144.9720492,3054,22/2/06,5:40:00,1,Collision with vehicle,4,Wednesday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,MEL,40,91A,D,5,3,Dark Street lights on,206550,2,2,1,0,0,1,1,5,Not at intersection,2,80
T20060003260,53502,I,2498417.487,2566707.173,CAMPASPE,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.39880154,144.9823575,3624,23/2/06,4:45:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,19,J,2,3,Dark Street lights on,55542,2,2,0,1,0,1,1,2,T intersection,3,80
T20060003261,203161,N,2496387.812,2409976.333,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81122088,144.9589769,3000,22/2/06,10:35:00,1,Collision with vehicle,4,Wednesday,131,LEFT REAR                          ,MEL,40,13,D,4,1,Day,47356,2,2,0,1,0,1,2,2,T intersection,3,60
T20060003265,205430,N,2510915.24,2372959.327,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.1446637,145.1245126,3199,18/2/06,15:00:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,429,F,3,1,Day,203149,1,1,1,0,0,0,2,5,Not at intersection,3,100
T20060003268,38135,I,2504063.192,2416650.138,BANYULE,BANYULE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75108694,145.0461084,3081,7/1/06,10:45:00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,87,A,4,1,Day,202932,2,2,1,0,0,1,2,5,Not at intersection,2,60
T20060003269,203130,N,2517025.216,2337716.129,BASS COAST,BASS COAST,EASTERN REGION,SMALL_TOWNS,-38.46203657,145.1950339,3922,23/2/06,5:45:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,46,E,4,2,Dusk/Dawn,26107,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060003271,49997,I,2441595.002,2371614.146,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.15500489,144.3336643,3220,23/2/06,7:30:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,MEL,40,2A,D,8,2,Dusk/Dawn,205436,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060003276,203162,N,2398820.333,2435802.007,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.57304135,143.8545018,3350,23/2/06,3:35:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,89,C,6,3,Dark Street lights on,42904,1,1,0,0,1,0,1,2,T intersection,1,60
T20060003278,40710,I,2511818.994,2406607.238,WHITEHORSE,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.84150833,145.1342805,3128,23/2/06,5:55:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,94,C,2,2,Dusk/Dawn,116768,2,2,0,1,0,1,1,5,Not at intersection,2,90
T20060003278,40710,I,2511818.994,2406607.238,WHITEHORSE,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.84150833,145.1342805,3130,23/2/06,9:00:00,1,Collision with vehicle,5,Thursday,153,CUTTING IN (OVERTAKING)                   ,MEL,40,63,C,1,1,Day,203182,2,2,1,0,0,1,1,5,Not at intersection,2,50
T20060003279,40963,I,2523806.871,2407374.975,MAROONDAH,MAROONDAH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83436147,145.2704544,3153,22/2/06,18:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,38,J,4,1,Day,36593,3,4,0,1,0,3,2,1,Cross intersection,3,80
T20060003280,202316,N,2237361.177,2810113.853,MILDURA,MILDURA,WESTERN REGION,SMALL_CITIES,-34.17028087,142.1539898,3500,12/2/06,12:25:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH                        ,MEL,40,6,H,3,1,Day,43136,2,5,0,2,0,3,1,1,Cross intersection,3,60
T20060003281,149917,N,2410021.204,2325578.671,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.56711876,143.9677712,3232,23/2/06,8:08:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,32,B,5,1,Day,203187,3,3,1,2,0,0,1,5,Not at intersection,3,70
T20060003284,37375,I,2494081.854,2407505.761,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83346895,144.9327687,3207,23/2/06,10:45:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,30,F,8,1,Day,37954,1,2,0,1,0,1,1,1,Cross intersection,3,50
T20060003285,206546,N,2494544.832,2417199.515,MORELAND,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.74612979,144.9380998,3044,27/1/06,13:15:00,1,Collision with vehicle,6,Friday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2P,K,4,1,Day,202317,2,2,1,0,0,1,1,2,T intersection,2,70
T20060003288,52831,I,2398245.236,2437632.168,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.55648864,143.8482422,3350,13/2/06,13:18:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,VCS,9,511,N,3,1,Day,205437,2,2,0,2,0,0,1,5,Not at intersection,3,60
T20060003291,16890,I,2270672.563,2350708.37,MOYNE,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.31671586,142.3776796,3282,23/2/06,7:05:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,69,E,10,1,Day,96026,2,2,1,0,0,1,2,5,Not at intersection,2,70
T20060003294,26005,I,2416298.179,2429631.456,MOORABOOL,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.63037137,144.0516656,3352,23/2/06,8:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,59,K,11,1,Day,209329,4,4,0,2,0,2,1,5,Not at intersection,3,100
T20060003295,42248,I,2505015.485,2393682.283,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95801996,145.0570711,3192,23/2/06,8:55:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,80,C,5,1,Day,203193,1,2,0,1,0,1,1,5,Not at intersection,2,60
T20060003301,55447,I,2419272.376,2337882.451,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.45716409,144.0752638,3231,23/2/06,8:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,31,F,8,1,Day,203194,2,2,0,2,0,0,1,5,Not at intersection,3,50
T20060003306,202060,N,2500825.59,2407442.917,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83405363,145.0093789,3142,27/1/06,1:15:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,76,E,3,3,Dark Street lights on,202287,2,1,1,0,0,0,1,5,Not at intersection,2,50
T20060003307,202292,N,2431528.099,2444582.156,MOORABOOL,MOORABOOL,WESTERN REGION,RURAL_VICTORIA,-37.4968993,144.2255887,3342,23/2/06,12:40:00,7,Fall from or in moving vehicle,5,Thursday,190,FELL IN/FROM VEHICLE                    ,MEL,40,46,E,8,1,Day,203151,1,2,0,1,0,1,1,5,Not at intersection,3,60
T20060003308,41170,I,2499839.829,2402786.024,GLEN EIRA,"GLEN EIRA,PORT PHILLIP",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87601206,144.9981794,3183,23/2/06,11:10:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,133,K,2,1,Day,1016,2,2,0,1,0,1,1,1,Cross intersection,3,80
T20060003308,41170,I,2499839.829,2402786.024,GLEN EIRA,"GLEN EIRA,PORT PHILLIP",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87601206,144.9981794,3185,23/2/06,11:30:00,4,Collision with a fixed object,5,Thursday,151,OUT OF CONTROL (OVERTAKING)                 ,MEL,40,314,A,4,1,Day,70426,1,1,0,1,0,0,1,2,T intersection,3,100
T20060003309,93232,N,2514865.756,2404727.582,WHITEHORSE,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85840011,145.1689338,3133,23/2/06,12:25:00,5,collision with some other object,5,Thursday,191,LOAD OR MISSILE STRUCK VEHICLE               ,MEL,40,29,B,5,1,Day,205438,3,4,0,1,0,3,1,5,Not at intersection,3,100
T20060003309,93232,N,2514865.756,2404727.582,WHITEHORSE,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85840011,145.1689338,3151,20/2/06,15:30:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,71,F,3,1,Day,41828,1,2,0,1,0,1,2,2,T intersection,3,40
T20060003312,10592,I,2513796.409,2396430.27,DANDENONG,"DANDENONG,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.933173,145.1569373,3170,28/1/06,11:00:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,91A,B,9,1,Day,202821,1,1,0,1,0,0,2,5,Not at intersection,3,50
T20060003312,10592,I,2513796.409,2396430.27,DANDENONG,"DANDENONG,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.933173,145.1569373,3171,29/1/06,11:05:00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,67,H,2,1,Day,202282,2,1,0,1,0,0,1,5,Not at intersection,3,60
T20060003314,55443,I,2475280.383,2401941.749,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.88329011,144.7189944,3030,23/2/06,8:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,80,B,6,1,Day,29384,2,2,1,0,0,1,1,2,T intersection,2,80
T20060003314,55443,I,2475280.383,2401941.749,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.88329011,144.7189944,3030,22/2/06,21:20:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,2B,E,11,3,Dark Street lights on,205439,2,2,0,1,0,1,2,5,Not at intersection,3,60
T20060003318,202297,N,2482631.505,2407927.516,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82952561,144.8027006,3026,21/1/06,16:00:00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,28,E,8,1,Day,206526,2,2,0,1,0,1,2,5,Not at intersection,2,60
T20060003319,29719,I,2523309.319,2388417.89,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.00516966,145.2654024,3803,9/1/06,9:13:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,42,K,11,1,Day,26002,2,2,0,1,0,1,1,5,Not at intersection,3,100
T20060003325,202298,N,2326878.376,2324281.445,CORANGAMITE,CORANGAMITE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.5669303,143.0138639,3268,22/2/06,20:49:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,29,B,3,3,Dark Street lights on,1342,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060003326,29427,I,2497053.958,2409502.493,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81549255,144.9665403,3000,23/2/06,14:30:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2B,A,12,1,Day,203199,1,2,0,1,0,1,1,5,Not at intersection,3,60
T20060003329,202299,N,2443667.028,2360946.641,GEELONG,"GEELONG,SURF COAST",SOUTH WESTERN REGION,RURAL_VICTORIA,-38.25122782,144.3564804,3217,23/2/06,15:37:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,MEL,40,78,A,2,1,Day,55537,2,4,0,1,0,3,1,2,T intersection,3,60
T20060003332,29394,I,2497005.259,2407732.162,MELBOURNE,"MELBOURNE,PORT PHILLIP",METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83144309,144.9659801,3006,23/2/06,13:05:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,26,H,3,1,Day,1256,2,2,1,0,0,1,1,2,T intersection,2,60
T20060003332,29394,I,2497005.259,2407732.162,MELBOURNE,"MELBOURNE,PORT PHILLIP",METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83144309,144.9659801,3205,19/2/06,16:10:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,47,F,1,1,Day,39346,2,2,0,1,0,1,2,2,T intersection,3,70
T20060003334,36217,I,2463863.882,2432357.525,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.60886413,144.5907027,3337,23/2/06,10:00:00,6,Vehicle overturned (no collision),4,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND                ,VCS,9,77,E,6,1,Day,34438,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060003339,202300,N,2470946.293,2402535.728,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87781315,144.6697494,3030,23/2/06,16:10:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,77,B,8,1,Day,42132,2,2,1,0,0,1,1,1,Cross intersection,3,60
T20060003344,46152,I,2507998.87,2367362.731,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.19511054,145.0913061,3930,21/2/06,6:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,84,A,9,2,Dusk/Dawn,203152,3,3,0,1,0,2,2,5,Not at intersection,3,90
T20060003345,36993,I,2464879.444,2424200.643,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,SMALL_CITIES,-37.68240098,144.6018189,3337,23/2/06,15:45:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,92,K,9,1,Day,203202,3,3,1,2,0,0,1,2,T intersection,3,60
