ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060001951,202184,N,2399716.497,2436723.99,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.56483079,143.8647711,3350,27/1/06,11:00:00,8,No collision and no object struck,6,Friday,172,OFF CARRIAGEWAY TO RIGHT                  ,MEL,40,129,E,8,1,Day,202243,1,1,1,0,0,0,1,5,Not at intersection,2,50
T20060001952,210835,N,2520861.215,2337476.073,BASS COAST,BASS COAST,EASTERN REGION,RURAL_VICTORIA,-38.46412,145.2389842,3922,23/1/06,10:35:00,6,Vehicle overturned (no collision),2,Monday,170,OFF CARRIAGEWAY TO LEFT                   ,MEL,40,495,B,5,1,Day,202244,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060001954,202200,N,2471838.503,2435718.083,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.57885782,144.6811543,3427,13/2/06,10:40:00,1,Collision with vehicle,1,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,566,A,8,1,Day,347490,2,1,1,0,0,0,1,5,Not at intersection,2,60
T20060001954,202200,N,2471838.503,2435718.083,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.57885782,144.6811543,3429,29/1/06,10:50:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,VCS,9,92,D,8,1,Day,202220,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060001955,203035,N,2300845.928,2378457.935,MOYNE,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.07380208,142.73013,3272,30/1/06,0:01:00,8,No collision and no object struck,2,Monday,172,OFF CARRIAGEWAY TO RIGHT                  ,VCS,9,101,F,3,1,Day,202245,1,1,0,1,0,0,2,5,Not at intersection,3,888
T20060001958,202937,N,2398483.498,2439176.026,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.54260398,143.8511496,3350,13/2/06,12:30:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,VCS,9,96,E,8,1,Day,222142,2,3,0,1,0,2,1,2,T intersection,3,80
T20060001959,202943,N,2446958.659,2386323.506,GEELONG,GEELONG,SOUTH WESTERN REGION,SMALL_CITIES,-38.02281507,144.3959208,3212,25/1/06,15:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,40,K,4,1,Day,38564,2,2,0,1,0,1,2,2,T intersection,3,60
T20060001960,55428,I,2491283.541,2404637.854,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.85928653,144.9009454,3016,13/2/06,13:15:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,VCS,9,514,K,7,1,Day,203060,1,3,1,0,0,2,1,5,Not at intersection,2,50
T20060001962,222123,I,2443709.399,2379507.545,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.08402765,144.3583934,3214,24/1/06,12:30:00,2,Struck Pedestrian,3,Tuesday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,MEL,40,465,C,5,1,Day,53385,1,2,1,0,0,1,2,5,Not at intersection,2,60
T20060001963,201522,N,2520165.882,2388903.549,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.00086786,145.2295977,3177,18/1/06,15:30:00,1,Collision with vehicle,4,Wednesday,136,RIGHT TURN SIDESWIPE                    ,VCS,9,453,D,8,1,Day,50258,2,2,2,0,0,0,1,1,Cross intersection,3,100
T20060001966,55429,I,2445163.981,2371320.275,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.15787035,144.3743591,3219,20/1/06,13:45:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,505,K,5,1,Day,202221,2,2,0,2,0,0,1,5,Not at intersection,3,50
T20060001967,108482,N,2473713.877,2402315.467,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87988003,144.7012002,3029,26/1/06,13:15:00,6,Vehicle overturned (no collision),5,Thursday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,25,C,9,1,Day,202252,1,2,0,2,0,0,1,5,Not at intersection,3,100
T20060001968,203039,N,2512126.783,2370144.072,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.17001008,145.1383796,3199,12/2/06,18:00:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,VCS,9,582,G,9,2,Dusk/Dawn,22476,2,4,0,1,0,3,2,1,Cross intersection,3,60
T20060001972,37352,I,2501117.865,2407927.222,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82968975,145.0126985,3121,13/2/06,15:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,336,H,10,1,Day,43723,2,4,0,1,0,3,1,1,Cross intersection,3,60
T20060001974,38796,I,2491320.519,2410738.809,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80431745,144.9014374,3011,13/2/06,13:40:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,VCS,9,608,A,5,1,Day,55530,2,2,0,1,0,1,1,2,T intersection,3,50
T20060001977,54734,I,2481870.681,2413967.982,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.7750861,144.7942063,3022,13/2/06,16:30:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,30,J,8,1,Day,29496,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060001979,45864,N,2530750.326,2367559.77,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.19285942,145.3510015,3980,8/2/06,12:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,58,G,8,1,Day,203062,2,2,0,2,0,0,2,5,Not at intersection,3,70
T20060001981,202194,N,2303001.985,2459919.243,ARARAT,ARARAT,WESTERN REGION,RURAL_VICTORIA,-37.34046858,142.7763772,3377,13/2/06,21:25:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,VCS,9,565,U,10,9,Unknown,52942,2,2,0,1,0,1,2,2,T intersection,3,60
T20060001983,29821,N,2488450.285,2413118.638,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.78284373,144.8688808,3012,13/2/06,2:20:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,13,E,1,3,Dark Street lights on,203064,1,2,1,1,0,0,1,5,Not at intersection,2,70
T20060001985,202199,N,2470712.983,2404514.274,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.85997957,144.6671761,3029,13/2/06,22:00:00,1,Collision with vehicle,2,Monday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,54,B,2,3,Dark Street lights on,26106,3,4,1,0,0,3,1,5,Not at intersection,2,100
T20060001986,36121,I,2498714.161,2352449.701,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.32948188,144.985296,3936,13/2/06,22:00:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH                        ,MEL,40,1D,Q,5,3,Dark Street lights on,29425,2,5,1,0,0,4,1,1,Cross intersection,2,60
T20060001987,25994,N,2498678.877,2423498.092,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.68939218,144.9850204,3074,13/2/06,23:50:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,70,F,12,3,Dark Street lights on,203068,1,3,2,0,0,1,1,5,Not at intersection,2,80
T20060001989,44562,I,2729864.423,2404676.596,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,SMALL_CITIES,-37.83056981,147.6115331,3875,14/2/06,1:23:00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,68,J,3,3,Dark Street lights on,205509,2,2,0,2,0,0,1,5,Not at intersection,3,80
T20060001990,202182,N,2489460.451,2411037.767,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80160461,144.8803191,3012,12/2/06,13:15:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,84,B,6,1,Day,203067,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060001991,202190,N,2535365.343,2570929.392,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,SMALL_CITIES,-36.36008999,145.3940703,3630,24/1/06,15:40:00,2,Struck Pedestrian,3,Tuesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,MEL,40,2S,C,4,1,Day,29523,1,2,1,0,0,1,2,3,Y intersection,3,60
T20060001992,203050,N,2519413.538,2409286.59,MAROONDAH,MAROONDAH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.81723994,145.2204945,3134,5/1/06,23:15:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,19,C,5,5,Dark No street lights,227881,1,1,1,0,0,0,1,5,Not at intersection,2,110
T20060001993,202192,N,2418700.409,2348322.818,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.36307881,144.0698807,3241,3/1/06,10:50:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,VCS,9,628,G,6,1,Day,51799,1,2,1,0,0,1,1,1,Cross intersection,2,50
T20060001995,203055,N,2712471.588,2409115.92,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.79471998,147.41274,3875,6/1/06,8:00:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,14,C,9,1,Day,202233,1,2,0,2,0,0,1,5,Not at intersection,3,100
T20060001997,203057,N,2405819.847,2458413.842,HEPBURN,HEPBURN,WESTERN REGION,RURAL_VICTORIA,-37.37002779,143.9365988,3364,3/1/06,15:20:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,32,G,8,1,Day,202240,1,1,0,1,0,0,1,5,Not at intersection,3,100
T20060001998,201588,N,2286464.236,2389622.762,MOYNE,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.97004828,142.5695308,3274,14/2/06,7:14:00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,70,E,7,1,Day,203069,2,2,1,0,0,1,1,5,Not at intersection,2,70
T20060001999,202183,N,2481634.983,2420358.604,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.71750025,144.7916895,3038,8/1/06,5:15:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,5,C,6,2,Dusk/Dawn,41650,2,2,1,0,0,1,1,1,Cross intersection,3,60
T20060002002,10569,N,2517351.466,2395888.603,DANDENONG,"DANDENONG,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.93799357,145.1973895,3170,1/1/06,17:15:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,129,J,11,1,Day,43858,1,1,0,1,0,0,1,2,T intersection,3,80
T20060002002,10569,N,2517351.466,2395888.603,DANDENONG,"DANDENONG,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.93799357,145.1973895,3175,20/1/06,1:30:00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT                   ,VCS,9,659,N,4,3,Dark Street lights on,55322,1,1,0,0,1,0,1,1,Cross intersection,1,50
T20060002003,202234,N,2454535.504,2467350.638,MACEDON RANGES,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.2931302,144.4871813,3442,8/2/06,14:00:00,1,Collision with vehicle,4,Wednesday,142,LEAVING PARKING                       ,MEL,40,58,H,12,1,Day,40205,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060002006,202243,N,2523159.174,2380568.34,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.07589067,145.2639407,3977,7/2/06,10:50:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,61,E,2,1,Day,201565,1,1,0,0,1,0,1,5,Not at intersection,1,100
T20060002011,202244,N,2447580.288,2357380.684,GEELONG,"GEELONG,SURF COAST",SOUTH WESTERN REGION,RURAL_VICTORIA,-38.28357951,144.400926,3227,6/1/06,20:45:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,387,A,12,2,Dusk/Dawn,202208,2,2,1,0,0,1,1,5,Not at intersection,3,60
T20060002012,347490,N,2397535.778,2437261.713,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.55974892,143.8401615,3350,12/2/06,10:35:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,92,K,9,1,Day,884,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060002016,202220,N,2387402.103,2341342.791,COLAC OTWAY,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.42266051,143.7107644,3249,14/2/06,9:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,90,K,4,1,Day,203071,3,3,1,0,0,2,1,5,Not at intersection,3,100
T20060002021,202245,N,2401113.741,2320204.017,COLAC OTWAY,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.61460808,143.8648597,3234,25/1/06,2:00:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,206,D,2,3,Dark Street lights on,201517,1,1,0,0,1,0,1,5,Not at intersection,1,70
T20060002024,222142,N,2566321.349,2344025.69,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.40298046,145.7591587,3946,14/2/06,10:40:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,59,G,8,1,Day,203072,1,1,0,1,0,0,1,5,Not at intersection,2,50
T20060002025,38564,I,2485828.883,2411198.96,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80010402,144.8390843,3020,3/1/06,19:30:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,17,A,1,9,Unknown,205229,2,3,0,1,0,2,2,5,Not at intersection,3,60
T20060002030,203060,N,2279961.012,2343887.447,WARRNAMBOOL,WARRNAMBOOL,SOUTH WESTERN REGION,SMALL_CITIES,-38.38039246,142.4817782,3280,14/2/06,8:50:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,100A,C,8,1,Day,203070,2,3,2,0,0,1,1,5,Not at intersection,2,60
T20060002031,53385,N,2440371.53,2366888.479,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.197497,144.3193209,3216,8/1/06,4:15:00,4,Collision with a fixed object,1,Sunday,175,OFF END OF ROAD/T-INTERSECTION.               ,MEL,40,77,E,11,3,Dark Street lights on,42185,1,1,0,1,0,0,1,2,T intersection,3,60
T20060002032,50258,I,2428248.775,2365090.73,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.21283099,144.1807652,3240,8/1/06,18:50:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,5,G,8,1,Day,202206,1,3,1,2,0,0,1,5,Not at intersection,3,50
T20060002037,202221,N,2440224.85,2352415.426,SURF COAST,SURF COAST,SOUTH WESTERN REGION,SMALL_CITIES,-38.3278585,144.3164603,3228,9/1/06,18:38:00,4,Collision with a fixed object,2,Monday,164,PERMANENT OBSTRUCTION ON CARRIAGEWAY            ,MEL,40,2B,G,2,1,Day,36329,1,1,0,1,0,0,1,2,T intersection,3,60
T20060002045,202252,N,2199995.598,2551126.318,HINDMARSH,HINDMARSH,WESTERN REGION,RURAL_VICTORIA,-36.49165952,141.6506964,3418,14/2/06,12:20:00,1,Collision with vehicle,3,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,37,F,11,1,Day,55531,2,3,0,1,0,2,1,1,Cross intersection,3,70
T20060002049,22476,I,2425218.605,2461824.952,HEPBURN,HEPBURN,WESTERN REGION,TOWNS,-37.34104142,144.1559614,3460,12/1/06,16:30:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,97,J,5,1,Day,43340,2,2,1,0,0,1,1,1,Cross intersection,2,60
T20060002054,43723,I,2461859.748,2423613.017,MELTON,MELTON,METROPOLITAN NORTH WEST REGION,SMALL_CITIES,-37.68757704,144.5675532,3337,16/1/06,8:40:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.                         ,MEL,40,68,A,2,1,Day,41273,2,2,1,0,0,1,1,2,T intersection,2,60
T20060002056,55530,I,2437127.458,2526787.216,BENDIGO,BENDIGO,NORTHERN REGION,LARGE_PROVINCIAL_CITIES,-36.75648855,144.2957918,3550,14/2/06,11:55:00,6,Vehicle overturned (no collision),3,Tuesday,182,OFF CARRIAGEWAY ON LEFT BEND                ,VCS,9,102,E,2,1,Day,26405,1,1,1,0,0,0,1,5,Not at intersection,2,100
T20060002057,29496,I,2501013.595,2414460.002,DAREBIN,DAREBIN,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.77082891,145.0115051,3070,18/1/06,8:18:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,MEL,40,67,E,9,1,Day,41162,2,2,1,0,0,1,1,1,Cross intersection,2,60
T20060002068,203062,N,2500219.951,2404671.74,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.85902205,145.0024995,3181,16/1/06,17:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,29,B,10,1,Day,202209,2,2,0,1,0,1,1,5,Not at intersection,3,100
T20060002069,52942,I,2397267.132,2436005.267,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.57104025,143.8369472,3350,13/2/06,17:30:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,30,F,12,2,Dusk/Dawn,37960,2,2,1,0,0,1,2,5,Not at intersection,3,70
T20060002072,203064,N,2479947.496,2422344.833,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.69956874,144.7726026,3037,14/2/06,14:05:00,2,Struck Pedestrian,3,Tuesday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,VCS,9,566,B,8,1,Day,203075,1,2,1,0,0,1,1,5,Not at intersection,2,60
T20060002075,26106,N,2482875.456,2407332.937,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83488727,144.805458,3026,14/2/06,15:24:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING                      ,VCS,9,515,N,9,1,Day,203079,2,4,2,0,0,2,1,5,Not at intersection,2,40
T20060002077,29425,I,2496828.348,2408700.308,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.82271951,144.9639745,3006,14/2/06,14:20:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,706,H,10,1,Day,201523,1,2,1,0,1,0,1,5,Not at intersection,1,80
T20060002078,203068,N,2511599.548,2398197.595,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.91728014,145.1319197,3168,10/2/06,11:40:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,71,C,1,1,Day,211829,3,3,0,2,0,1,1,5,Not at intersection,3,80
T20060002079,205509,N,2505171.543,2401877.521,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.88418311,145.0587893,3163,14/2/06,17:15:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,MEL,40,69,G,1,2,Dusk/Dawn,35558,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060002081,203067,N,2727534.317,2408321.711,EAST GIPPSLAND,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.7983122,147.5839497,3875,14/2/06,17:15:00,1,Collision with vehicle,3,Tuesday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.      ,MEL,40,69,F,6,1,Day,41557,2,2,1,0,0,1,1,1,Cross intersection,3,80
T20060002085,29523,I,2490617.953,2412062.293,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79238591,144.893476,3011,14/2/06,19:40:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,41,J,10,1,Day,38667,2,6,0,3,0,3,1,1,Cross intersection,3,60
T20060002088,227881,N,2329661.235,2638857.109,BULOKE,BULOKE,NORTHERN REGION,RURAL_VICTORIA,-35.73338,143.1171494,3530,14/2/06,19:50:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,59,K,9,1,Day,209203,3,4,2,0,0,2,1,5,Not at intersection,2,60
T20060002091,51799,I,2430374.927,2492564.912,MOUNT ALEXANDER,MOUNT ALEXANDER,NORTHERN REGION,TOWNS,-37.06442567,144.2170103,3450,14/2/06,21:45:00,6,Vehicle overturned (no collision),3,Tuesday,172,OFF CARRIAGEWAY TO RIGHT                  ,MEL,40,154,C,7,5,Dark No street lights,203081,1,1,0,1,0,0,1,5,Not at intersection,3,90
T20060002099,202233,N,2378480.665,2669026.234,SWAN HILL,SWAN HILL,NORTHERN REGION,RURAL_VICTORIA,-35.4689881,143.6613812,3584,14/2/06,15:50:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,441,F,12,1,Day,55794,2,2,1,0,0,1,1,1,Cross intersection,2,40
T20060002100,202240,N,2529795.175,2562413.467,SHEPPARTON,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.43703164,145.3323346,3629,14/2/06,16:58:00,4,Collision with a fixed object,2,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,43,19,B,8,1,Day,347888,3,3,1,0,0,2,1,5,Not at intersection,2,60
T20060002112,203069,N,2511142.435,2400187.746,MONASH,MONASH,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.89935513,145.1266909,3149,15/2/06,0:20:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT                   ,MEL,40,102,G,10,3,Dark Street lights on,203082,1,1,0,1,0,0,1,5,Not at intersection,3,80
T20060002113,41650,I,2486960.816,2425028.637,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.67551091,144.8521814,3045,12/1/06,13:07:00,2,Struck Pedestrian,5,Thursday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,MEL,40,2B,G,6,1,Day,121361,1,2,1,0,0,1,1,5,Not at intersection,2,50
T20060002115,43858,I,2524448.838,2379323.956,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.08706809,145.2786802,3977,13/1/06,7:45:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,1A,C,7,1,Day,206,2,2,0,1,0,1,1,1,Cross intersection,3,50
T20060002118,55322,I,2651048.671,2570122.028,INDIGO,INDIGO,NORTH EASTERN REGION,TOWNS,-36.35599179,146.6831042,3747,9/1/06,12:40:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,68,F,4,1,Day,41373,2,2,0,1,0,1,1,2,T intersection,3,60
T20060002121,40205,I,2500984.272,2403344.457,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87098018,145.0111871,3161,11/1/06,8:40:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE                     ,MEL,40,2B,C,11,1,Day,36230,2,2,0,1,0,1,2,1,Cross intersection,3,60
T20060002127,201565,N,2518896.424,2496879.954,MITCHELL,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.02792841,145.2124016,3660,15/2/06,7:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,70,E,11,1,Day,35561,3,5,0,1,0,4,1,1,Cross intersection,3,80
T20060002128,202208,N,2494027.51,2432270.546,HUME,HUME,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.61032872,144.9323512,3064,15/2/06,7:40:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,6,H,8,1,Day,203084,1,1,1,0,0,0,1,5,Not at intersection,3,60
